Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,50.000000 ,200.000000 ,560.000000 ,1400.000000 ,3500.000000 ,7500.000000 ,16000.000000 ,36000.000000  
13/04/2014 21:00,735702.875000,4.125000,1,1,1,0.263176,0.266063,0.275946,0.300370,0.321166,0.393940,0.473773,0.503578,0.517231 
13/04/2014 22:00,735702.916667,4.166667,1,1,1,0.263446,0.266152,0.276015,0.300295,0.321161,0.393896,0.473516,0.503399,0.517123 
13/04/2014 23:00,735702.958333,4.208333,1,1,1,0.263624,0.266255,0.276084,0.300222,0.321156,0.393852,0.473261,0.503221,0.517016 
14/04/2014 00:00,735703.000000,4.250000,1,1,1,0.263894,0.266379,0.276152,0.300149,0.321151,0.393807,0.473008,0.503044,0.516910 
14/04/2014 01:00,735703.041667,4.291667,1,1,1,0.264055,0.266507,0.276219,0.300077,0.321146,0.393763,0.472757,0.502868,0.516804 
14/04/2014 02:00,735703.083333,4.333333,1,1,1,0.264294,0.266646,0.276286,0.300007,0.321141,0.393719,0.472508,0.502693,0.516698 
14/04/2014 03:00,735703.125000,4.375000,1,1,1,0.264558,0.266797,0.276353,0.299937,0.321136,0.393675,0.472260,0.502519,0.516592 
14/04/2014 04:00,735703.166667,4.416667,1,1,1,0.264881,0.266963,0.276420,0.299868,0.321131,0.393631,0.472015,0.502346,0.516487 
14/04/2014 05:00,735703.208333,4.458333,1,1,1,0.252210,0.265618,0.276467,0.299800,0.321125,0.393587,0.471771,0.502173,0.516383 
14/04/2014 06:00,735703.250000,4.500000,1,1,1,0.242134,0.263161,0.276481,0.299733,0.321120,0.393544,0.471529,0.502002,0.516278 
14/04/2014 07:00,735703.291667,4.541667,1,1,1,0.239319,0.260907,0.276463,0.299666,0.321114,0.393500,0.471289,0.501831,0.516174 
14/04/2014 08:00,735703.333333,4.583333,1,1,1,0.247183,0.260157,0.276425,0.299600,0.321108,0.393456,0.471051,0.501662,0.516071 
14/04/2014 09:00,735703.375000,4.625000,1,1,1,0.272546,0.261762,0.276301,0.299534,0.321103,0.393412,0.470814,0.501493,0.515967 
14/04/2014 10:00,735703.416667,4.666667,1,1,1,0.276621,0.264794,0.276080,0.299467,0.321097,0.393368,0.470579,0.501325,0.515864 
14/04/2014 11:00,735703.458333,4.708333,1,1,1,0.271268,0.265661,0.275568,0.299398,0.321091,0.393324,0.470346,0.501158,0.515762 
14/04/2014 12:00,735703.500000,4.750000,1,1,1,0.267527,0.265558,0.274871,0.299326,0.321085,0.393281,0.470114,0.500991,0.515660 
14/04/2014 13:00,735703.541667,4.791667,1,1,1,0.264403,0.264800,0.273960,0.299250,0.321079,0.393237,0.469884,0.500826,0.515558 
14/04/2014 14:00,735703.583333,4.833333,1,1,1,0.262182,0.264025,0.273228,0.299171,0.321073,0.393193,0.469656,0.500661,0.515456 
14/04/2014 15:00,735703.625000,4.875000,1,1,1,0.260975,0.263478,0.272788,0.299090,0.321067,0.393150,0.469429,0.500498,0.515355 
14/04/2014 16:00,735703.666667,4.916667,1,1,1,0.259442,0.262572,0.272096,0.299006,0.321060,0.393106,0.469204,0.500335,0.515254 
14/04/2014 17:00,735703.708333,4.958333,1,1,1,0.259188,0.262345,0.272013,0.298923,0.321054,0.393063,0.468980,0.500172,0.515153 
14/04/2014 18:00,735703.750000,5.000000,1,1,1,0.259300,0.262332,0.272090,0.298841,0.321047,0.393019,0.468758,0.500011,0.515053 
14/04/2014 19:00,735703.791667,5.041667,1,1,1,0.259645,0.262399,0.272192,0.298760,0.321041,0.392976,0.468537,0.499850,0.514953 
14/04/2014 20:00,735703.833333,5.083333,1,1,1,0.259971,0.262501,0.272291,0.298680,0.321034,0.392932,0.468318,0.499690,0.514853 
14/04/2014 21:00,735703.875000,5.125000,1,1,1,0.255626,0.262154,0.272384,0.298602,0.321027,0.392889,0.468100,0.499531,0.514754 
14/04/2014 22:00,735703.916667,5.166667,1,1,1,0.244232,0.260549,0.272455,0.298525,0.321020,0.392845,0.467884,0.499373,0.514655 
14/04/2014 23:00,735703.958333,5.208333,1,1,1,0.240143,0.258773,0.272502,0.298448,0.321013,0.392802,0.467669,0.499215,0.514557 
15/04/2014 00:00,735704.000000,5.250000,1,1,1,0.235430,0.256781,0.272522,0.298373,0.321006,0.392759,0.467456,0.499058,0.514458 
15/04/2014 01:00,735704.041667,5.291667,1,1,1,0.232694,0.254887,0.272518,0.298299,0.320999,0.392715,0.467243,0.498902,0.514360 
15/04/2014 02:00,735704.083333,5.333333,1,1,1,0.228132,0.252832,0.272485,0.298224,0.320991,0.392672,0.467033,0.498747,0.514262 
15/04/2014 03:00,735704.125000,5.375000,1,1,1,0.221328,0.250339,0.272418,0.298151,0.320984,0.392629,0.466823,0.498592,0.514165 
15/04/2014 04:00,735704.166667,5.416667,1,1,1,0.203261,0.245495,0.272280,0.298077,0.320976,0.392586,0.466615,0.498438,0.514068 
15/04/2014 05:00,735704.208333,5.458333,1,1,1,0.179444,0.243457,0.272115,0.298003,0.320969,0.392542,0.466408,0.498284,0.513971 
15/04/2014 06:00,735704.250000,5.500000,1,1,1,0.160255,0.243331,0.271953,0.297929,0.320961,0.392499,0.466203,0.498132,0.513874 
15/04/2014 07:00,735704.291667,5.541667,1,1,1,0.158217,0.243532,0.271800,0.297855,0.320953,0.392456,0.465999,0.497980,0.513778 
15/04/2014 08:00,735704.333333,5.583333,1,1,1,0.171846,0.243526,0.271641,0.297781,0.320946,0.392413,0.465796,0.497828,0.513682 
15/04/2014 09:00,735704.375000,5.625000,1,1,1,0.223144,0.242969,0.271247,0.297705,0.320938,0.392370,0.465594,0.497678,0.513586 
15/04/2014 10:00,735704.416667,5.666667,1,1,1,0.293023,0.248258,0.270708,0.297628,0.320930,0.392327,0.465393,0.497528,0.513491 
15/04/2014 11:00,735704.458333,5.708333,1,1,1,0.279544,0.265878,0.270154,0.297548,0.320922,0.392284,0.465194,0.497379,0.513396 
15/04/2014 12:00,735704.500000,5.750000,1,1,1,0.272499,0.266376,0.269390,0.297465,0.320913,0.392241,0.464996,0.497230,0.513301 
15/04/2014 13:00,735704.541667,5.791667,1,1,1,0.267733,0.265684,0.268481,0.297377,0.320905,0.392198,0.464799,0.497082,0.513207 
15/04/2014 14:00,735704.583333,5.833333,1,1,1,0.263847,0.264502,0.267597,0.297286,0.320897,0.392155,0.464603,0.496935,0.513112 
15/04/2014 15:00,735704.625000,5.875000,1,1,1,0.261090,0.263299,0.266877,0.297192,0.320888,0.392113,0.464409,0.496788,0.513018 
15/04/2014 16:00,735704.666667,5.916667,1,1,1,0.259352,0.262271,0.266384,0.297095,0.320879,0.392070,0.464215,0.496642,0.512925 
15/04/2014 17:00,735704.708333,5.958333,1,1,1,0.258446,0.261576,0.266188,0.296999,0.320871,0.392027,0.464023,0.496496,0.512831 
15/04/2014 18:00,735704.750000,6.000000,1,1,1,0.258153,0.261258,0.266294,0.296904,0.320862,0.391984,0.463832,0.496351,0.512738 
15/04/2014 19:00,735704.791667,6.041667,1,1,1,0.258192,0.261091,0.266482,0.296812,0.320853,0.391942,0.463642,0.496207,0.512645 
15/04/2014 20:00,735704.833333,6.083333,1,1,1,0.258234,0.260971,0.266666,0.296721,0.320844,0.391899,0.463453,0.496063,0.512553 
15/04/2014 21:00,735704.875000,6.125000,1,1,1,0.258039,0.260861,0.266843,0.296632,0.320834,0.391856,0.463265,0.495920,0.512460 
15/04/2014 22:00,735704.916667,6.166667,1,1,1,0.247025,0.259612,0.267004,0.296545,0.320825,0.391814,0.463078,0.495778,0.512368 
15/04/2014 23:00,735704.958333,6.208333,1,1,1,0.237694,0.257459,0.267140,0.296460,0.320816,0.391771,0.462892,0.495636,0.512276 
16/04/2014 00:00,735705.000000,6.250000,1,1,1,0.230326,0.254792,0.267244,0.296376,0.320806,0.391729,0.462707,0.495495,0.512185 
16/04/2014 01:00,735705.041667,6.291667,1,1,1,0.221099,0.251425,0.267309,0.296294,0.320797,0.391686,0.462524,0.495354,0.512093 
16/04/2014 02:00,735705.083333,6.333333,1,1,1,0.210585,0.247274,0.267322,0.296212,0.320787,0.391644,0.462341,0.495214,0.512002 
16/04/2014 03:00,735705.125000,6.375000,1,1,1,0.200737,0.242646,0.267276,0.296131,0.320777,0.391601,0.462159,0.495074,0.511912 
